date,program,P_meas_W,T_s,temp_C,n_alu,n_mul,n_mulh,n_div,c_div,n_mem,n_ctrl,n_fp_add,n_fp_mul,n_fp_fma,n_fp_div,n_fp_sqrt,n_fp_noncomp,n_fp_conv,n_fetch,mcycle,n_stall
2026-08-15 19:06:04,radix_d30,1.149852,12.009000,38.87,2647346,0,0,914920,28886800,966443,873819,0,0,0,0,0,0,0,568,36037254,30634726
2026-08-15 19:06:33,histogram,1.167524,12.000101,38.87,44804936,3963392,0,0,0,18872572,9862035,0,0,0,0,0,0,0,520,120001013,42498078
2026-08-15 19:07:05,histogram_d60,1.159447,11.999000,39.12,26885566,2378240,0,0,0,11324633,5917749,0,0,0,0,0,0,0,632,72007564,25501376
2026-08-15 19:07:34,histogram_d30,1.153306,11.998000,38.75,13428466,1187840,0,0,0,5656283,2955699,0,0,0,0,0,0,0,632,35965414,12737126
2026-08-15 19:08:02,sort,1.169729,12.001770,39.12,35671083,753456,0,0,0,20661326,10948288,0,0,0,0,0,0,0,508,120017702,51983549
2026-08-15 19:08:30,sort_d60,1.160841,12.005000,38.75,21416106,451680,0,0,0,12406873,6573229,0,0,0,0,0,0,0,620,72061794,31213906
2026-08-15 19:09:02,sort_d30,1.153994,12.007000,39.00,10703666,226080,0,0,0,6199963,3285479,0,0,0,0,0,0,0,620,36014834,15599646
2026-08-15 19:09:32,modmul,1.159216,11.942924,39.00,18306025,2592000,2592000,2592000,62270208,10368015,2592002,0,0,0,0,0,0,0,504,119429241,80387199
2026-08-15 19:10:01,modmul_d60,1.153946,11.694000,38.87,11078786,1568640,1568640,1568640,37693440,6274693,1568669,0,0,0,0,0,0,0,616,69181394,45553326
2026-08-15 19:10:29,modmul_d30,1.150646,11.862000,39.12,5539526,784320,784320,784320,18846720,3137413,784349,0,0,0,0,0,0,0,616,34591084,22776836
2026-08-15 19:10:58,memfill,1.161942,12.373361,39.00,9588718,131352,0,0,0,67646294,4203265,0,0,0,0,0,0,0,456,123733609,42163980
2026-08-15 19:11:28,memfill_d60,1.156084,11.986000,39.00,5567956,76270,0,0,0,39279173,2440659,0,0,0,0,0,0,0,564,71847044,24482986
2026-08-15 19:11:56,memfill_d30,1.151709,11.991000,39.00,2783736,38130,0,0,0,19637073,1220179,0,0,0,0,0,0,0,564,35919164,12240046
2026-08-15 19:12:24,wmac,1.166829,11.882560,39.00,54145197,5372544,5372544,0,0,10912997,5372546,0,0,0,0,0,0,0,548,118825599,37649771
2026-08-15 19:12:54,wmac_d60,1.158930,11.991000,39.12,32766296,3251200,3251200,0,0,6604153,3251229,0,0,0,0,0,0,0,660,71908224,22784146
2026-08-15 19:13:22,wmac_d30,1.153123,11.997000,39.12,16383286,1625600,1625600,0,0,3302153,1625629,0,0,0,0,0,0,0,660,35929124,11366856
2026-08-15 19:13:51,mulhash64,1.167099,12.002775,39.12,47605010,21659136,7219712,0,0,225636,3609857,0,0,0,0,0,0,0,548,120027754,39708403
2026-08-15 19:14:20,mulhash64_d60,1.159430,11.998000,39.12,28552886,12990720,4330240,0,0,135503,2165139,0,0,0,0,0,0,0,660,71991124,23816636
2026-08-15 19:14:49,mulhash64_d30,1.153180,11.895000,38.63,14280836,6497280,2165760,0,0,67823,1082899,0,0,0,0,0,0,0,652,34923724,10829126
2026-08-15 19:15:19,mulhscale,1.170316,12.002695,39.00,42958724,0,5148608,0,0,10619018,10136323,0,0,0,0,0,0,0,468,120026953,51164280
2026-08-15 19:15:47,mulhscale_d60,1.160850,11.998000,39.12,25771126,0,3088640,0,0,6370443,6080779,0,0,0,0,0,0,0,580,72004674,30693686
2026-08-15 19:16:16,mulhscale_d30,1.153928,11.998000,39.00,12885706,0,1544320,0,0,3185283,3040399,0,0,0,0,0,0,0,580,36002714,15347006
2026-08-15 19:16:46,mulhstream,1.164314,11.974805,39.00,23987039,0,17408000,0,0,2193019,2176002,0,0,0,0,0,0,0,572,119748052,73983992
2026-08-15 19:17:18,mulhstream_d60,1.157429,12.114000,39.00,14392606,0,10444800,0,0,1315973,1305629,0,0,0,0,0,0,0,684,73155374,45696366
2026-08-15 19:17:47,mulhstream_d30,1.152368,12.058000,38.87,7196506,0,5222400,0,0,658073,652829,0,0,0,0,0,0,0,684,36578174,22848366
2026-08-15 19:18:16,fir,1.164821,11.928004,38.87,27060031,0,15360000,0,0,3900015,3840002,0,0,0,0,0,0,0,508,119280040,69119992
2026-08-15 19:18:44,fir_d60,1.157670,12.246000,39.00,16371626,0,9292800,0,0,2359633,2323229,0,0,0,0,0,0,0,620,74488454,44141166
2026-08-15 19:19:11,fir_d30,1.152770,12.132000,38.87,8190486,0,4648960,0,0,1180533,1162269,0,0,0,0,0,0,0,620,37265174,22082926
2026-08-15 19:19:36,ratscale,1.156301,13.628696,39.00,10476026,0,3456000,3456000,96452928,5184015,1728002,0,0,0,0,0,0,0,504,136286962,111986919
2026-08-15 19:20:06,ratscale_d60,1.152821,12.030000,38.75,5546736,0,1829760,1829760,51183360,2744773,914909,0,0,0,0,0,0,0,612,72293094,59427156
2026-08-15 19:20:32,ratscale_d30,1.149959,12.004000,39.00,2770596,0,913920,913920,25568640,1371013,456989,0,0,0,0,0,0,0,612,36112824,29686386
2026-08-15 19:21:00,modpow,1.155868,11.997944,39.00,10495362,5094080,0,4391840,92213131,43904,3341156,0,0,0,0,0,0,0,480,119979436,96613094
2026-08-15 19:21:29,modpow_d60,1.152633,11.866000,38.87,6298696,3056930,0,2635490,55078900,26463,2005349,0,0,0,0,0,0,0,592,70674874,56651946
2026-08-15 19:21:58,modpow_d30,1.149935,11.923000,38.63,3148096,1527960,0,1317400,27466670,13283,1002289,0,0,0,0,0,0,0,592,35261864,28252836
2026-08-15 19:22:27,trialdiv,1.154459,11.999313,39.00,5443781,0,0,3458570,100990244,36420,3385227,0,0,0,0,0,0,0,408,119993135,107669137
2026-08-15 19:22:56,trialdiv_d60,1.151596,11.796000,38.87,3266406,0,0,2074800,60584160,21963,2030589,0,0,0,0,0,0,0,520,69964584,62570826
2026-08-15 19:23:25,trialdiv_d30,1.149342,11.896000,38.87,1633046,0,0,1037400,30292080,11043,1015439,0,0,0,0,0,0,0,520,34982774,31285846
2026-08-15 19:24:24,idle,1.147258,0.000005,39.00,21,0,0,0,0,17,0,0,0,0,0,0,0,0,376,54,16
2026-08-15 19:24:53,dmul,1.165618,12.192405,39.12,17476039,69632000,0,0,0,13056017,4352002,0,0,0,0,0,0,0,588,121924049,17407991
2026-08-15 19:25:26,dmul_d60,1.158087,12.257000,39.12,10321526,41123840,0,0,0,7710873,2570269,0,0,0,0,0,0,0,696,74568024,12841516
2026-08-15 19:25:55,dmul_d30,1.152491,12.126000,38.87,5160966,20561920,0,0,0,3855513,1285149,0,0,0,0,0,0,0,696,37284484,6420936
2026-08-15 19:26:26,dmulh,1.160950,12.013565,39.00,5242839,0,20889600,0,0,3916817,1305602,0,0,0,0,0,0,0,588,120135649,88780791
2026-08-15 19:26:54,dmulh_d60,1.155326,12.087000,39.12,3146086,0,12533760,0,0,2350233,783389,0,0,0,0,0,0,0,696,72862604,54049136
2026-08-15 19:27:22,dmulh_d30,1.151299,12.045000,39.00,1573246,0,6266880,0,0,1175193,391709,0,0,0,0,0,0,0,696,36431774,27024746
2026-08-15 19:27:51,ddiv,1.152606,11.948305,39.12,1341636,0,0,5324800,115148800,998419,332802,0,0,0,0,0,0,0,580,119483048,111485391
2026-08-15 19:28:20,ddiv_d60,1.150324,11.996000,38.87,810506,0,0,3215360,69532160,603053,200989,0,0,0,0,0,0,0,692,71950904,67120996
2026-08-15 19:28:47,ddiv_d30,1.148749,11.985000,38.87,402856,0,0,1597440,34544640,299693,99869,0,0,0,0,0,0,0,688,35845834,33445976
2026-08-15 19:29:12,dctrl,1.166478,8.760002,39.12,4800017,0,0,0,0,1200018,27200001,0,0,0,0,0,0,0,940,87600024,54399988
2026-08-15 19:29:42,dctrl_d60,1.157126,12.000000,39.00,3053236,0,0,0,0,763423,17300579,0,0,0,0,0,0,0,1052,72001554,50884316
2026-08-15 19:30:37,dctrl_d30,1.152088,11.999000,39.00,1526716,0,0,0,0,381793,8650299,0,0,0,0,0,0,0,1052,36001124,25442316
2026-08-15 19:31:05,fpadd,1.180515,12.000004,39.24,10000022,0,0,0,0,10000018,5000001,80000000,0,0,0,0,0,0,468,120000035,14999994
2026-08-15 19:31:29,fpadd_d60,1.167753,12.001000,38.75,6000246,0,0,0,0,6000163,3000019,48000000,0,0,0,0,0,0,580,72000814,9000386
2026-08-15 19:31:58,fpadd_d30,1.157491,11.982000,39.12,3000246,0,0,0,0,3000163,1500019,24000000,0,0,0,0,0,0,580,36000814,4500386
2026-08-15 19:32:27,fpmul,1.179557,12.000004,39.37,10000022,0,0,0,0,10000018,5000001,0,80000000,0,0,0,0,0,468,120000035,14999994
2026-08-15 19:32:56,fpmul_d60,1.167370,12.001000,39.00,6000246,0,0,0,0,6000163,3000019,0,48000000,0,0,0,0,0,580,72000814,9000386
2026-08-15 19:33:24,fpmul_d30,1.157221,12.001000,39.00,3000246,0,0,0,0,3000163,1500019,0,24000000,0,0,0,0,0,580,36000814,4500386
2026-08-15 19:33:53,fpfma,1.182340,12.000004,39.12,10000022,0,0,0,0,10000018,5000001,0,0,80000000,0,0,0,0,468,120000035,14999994
2026-08-15 19:34:22,fpfma_d60,1.167765,12.001000,39.12,6000246,0,0,0,0,6000163,3000019,0,0,48000000,0,0,0,0,580,72000814,9000386
2026-08-15 19:34:49,fpfma_d30,1.157467,12.000000,39.12,3000246,0,0,0,0,3000163,1500019,0,0,24000000,0,0,0,0,580,36000814,4500386
2026-08-15 19:35:16,fpdiv,1.153839,10.912871,39.00,800022,0,0,0,0,800018,400001,0,0,0,6400000,0,0,0,468,109128713,100728672
2026-08-15 19:35:45,fpdiv_d60,1.151193,13.245000,38.63,528066,0,0,0,0,527983,263929,0,0,0,4222560,0,0,0,580,84470924,78928386
2026-08-15 19:36:18,fpdiv_d30,1.149262,12.607000,38.87,264146,0,0,0,0,264063,131969,0,0,0,2111200,0,0,0,580,41980414,39209036
2026-08-15 19:36:49,fpsqrt,1.153841,11.677143,38.63,800022,0,0,0,0,800018,400001,0,0,0,0,6400000,0,0,468,116771426,108371385
2026-08-15 19:37:18,fpsqrt_d60,1.151179,12.687000,39.00,493526,0,0,0,0,493443,246659,0,0,0,0,3946240,0,0,580,78876184,73696316
2026-08-15 19:37:54,fpsqrt_d30,1.149207,12.342000,39.00,246886,0,0,0,0,246803,123339,0,0,0,0,1973120,0,0,580,39427884,36837736
2026-08-15 19:38:25,fpnoncomp,1.168642,12.000003,38.75,15000022,0,0,0,0,10000018,5000001,0,0,0,0,0,80000000,0,472,120000034,9999993
2026-08-15 19:38:49,fpnoncomp_d60,1.159971,12.001000,38.87,9000246,0,0,0,0,6000163,3000019,0,0,0,0,0,48000000,0,584,72000804,6000376
2026-08-15 19:39:17,fpnoncomp_d30,1.153833,12.001000,38.75,4500246,0,0,0,0,3000163,1500019,0,0,0,0,0,24000000,0,584,36000804,3000376
2026-08-15 19:39:45,fpconv,1.171872,12.000004,38.87,15000026,0,0,0,0,10000018,5000001,0,0,0,0,0,0,80000000,480,120000037,9999992
2026-08-15 19:40:14,fpconv_d60,1.161788,12.001000,38.87,9000286,0,0,0,0,6000163,3000019,0,0,0,0,0,0,48000000,592,72000834,6000366
2026-08-15 19:40:43,fpconv_d30,1.154537,12.000000,38.87,4500286,0,0,0,0,3000163,1500019,0,0,0,0,0,0,24000000,592,36000834,3000366
2026-08-15 19:41:10,memcpy,1.168805,10.745239,39.00,57317266,0,0,0,0,28672608,1788545,0,0,0,0,0,0,0,548,107452391,19673972
2026-08-15 19:41:38,memcpy_d60,1.158340,12.000000,38.87,34395486,0,0,0,0,17206123,1073299,0,0,0,0,0,0,0,656,72011054,19336146
2026-08-15 19:42:11,memcpy_d30,1.152667,11.997000,38.50,17187596,0,0,0,0,8597983,536339,0,0,0,0,0,0,0,656,35984394,9662476
2026-08-15 19:42:40,matmul,1.165706,12.001857,39.00,44117543,14529600,0,0,0,15708132,7696653,0,0,0,0,0,0,0,568,120018569,37966641
2026-08-15 19:43:08,matmul_d60,1.157897,11.934000,39.00,26453306,8712000,0,0,0,9418823,4614959,0,0,0,0,0,0,0,680,71296444,22097356
2026-08-15 19:43:36,matmul_d30,1.152155,11.975000,38.87,13226796,4356000,0,0,0,4709503,2307489,0,0,0,0,0,0,0,680,35648634,11048846
2026-08-15 19:44:04,dotprod,1.168260,11.999933,39.12,47157635,1984950,1924800,0,0,15518722,5654101,0,5774400,0,0,0,0,5774400,620,119999329,36210321
2026-08-15 19:44:37,dotprod_d60,1.159270,12.000000,39.00,28294936,1190970,1154880,0,0,9311423,3392479,0,3464640,0,0,0,0,3464640,732,72000804,21726836
2026-08-15 19:45:06,dotprod_d30,1.152923,11.886000,38.87,14151566,595650,577600,0,0,4657103,1696719,0,1732800,0,0,0,0,1732800,732,34602624,9458386
2026-08-15 19:45:36,gcd,1.154893,11.733873,39.00,9054146,278360,0,3667623,89883606,13932,5943447,0,0,0,0,0,0,0,472,117338730,98381222
2026-08-15 19:46:08,gcd_d60,1.151192,11.529000,38.75,5201376,167200,0,2084310,51734350,8483,3332639,0,0,0,0,0,0,0,584,67276804,56482796
2026-08-15 19:46:37,gcd_d30,1.148445,11.839000,38.75,2645236,83600,0,1064360,26399310,4303,1710739,0,0,0,0,0,0,0,580,34348544,28840306
2026-08-15 19:47:07,radix,1.154280,12.001432,38.87,8815792,0,0,3047004,96203160,3218198,2910061,0,0,0,0,0,0,0,456,120014323,102023268
2026-08-15 19:47:35,radix_d60,1.151561,12.003000,38.75,5289296,0,0,1828060,57717400,1930883,1745919,0,0,0,0,0,0,0,568,72003684,61209526
2026-08-15 19:48:04,radix_d30,1.149289,12.006000,38.87,2647346,0,0,914920,28886800,966443,873819,0,0,0,0,0,0,0,568,36037254,30634726
2026-08-15 19:48:34,histogram,1.166850,12.000101,39.00,44804936,3963392,0,0,0,18872572,9862035,0,0,0,0,0,0,0,520,120001013,42498078
2026-08-15 19:49:02,histogram_d60,1.158821,12.001000,38.87,26885566,2378240,0,0,0,11324633,5917749,0,0,0,0,0,0,0,632,72007564,25501376
2026-08-15 19:49:32,histogram_d30,1.152659,11.993000,38.87,13428466,1187840,0,0,0,5656283,2955699,0,0,0,0,0,0,0,632,35965414,12737126
2026-08-15 19:50:01,sort,1.169050,12.001770,38.87,35671083,753456,0,0,0,20661326,10948288,0,0,0,0,0,0,0,508,120017702,51983549
2026-08-15 19:50:29,sort_d60,1.160110,12.005000,38.63,21416106,451680,0,0,0,12406873,6573229,0,0,0,0,0,0,0,620,72061794,31213906
2026-08-15 19:51:16,sort_d30,1.153413,12.005000,38.63,10703666,226080,0,0,0,6199963,3285479,0,0,0,0,0,0,0,620,36014834,15599646
2026-08-15 19:51:45,modmul,1.158582,11.942924,38.75,18306025,2592000,2592000,2592000,62270208,10368015,2592002,0,0,0,0,0,0,0,504,119429241,80387199
2026-08-15 19:52:17,modmul_d60,1.153271,11.718000,38.63,11078786,1568640,1568640,1568640,37693440,6274693,1568669,0,0,0,0,0,0,0,616,69181394,45553326
2026-08-15 19:52:48,modmul_d30,1.149811,11.860000,38.75,5539526,784320,784320,784320,18846720,3137413,784349,0,0,0,0,0,0,0,616,34591084,22776836
2026-08-15 19:53:18,memfill,1.161194,12.373361,38.75,9588718,131352,0,0,0,67646294,4203265,0,0,0,0,0,0,0,456,123733609,42163980
2026-08-15 19:53:48,memfill_d60,1.155266,11.965000,38.87,5567956,76270,0,0,0,39279173,2440659,0,0,0,0,0,0,0,564,71847044,24482986
2026-08-15 19:54:18,memfill_d30,1.150890,11.992000,38.63,2783736,38130,0,0,0,19637073,1220179,0,0,0,0,0,0,0,564,35919164,12240046
2026-08-15 19:54:47,wmac,1.166134,11.882560,38.75,54145197,5372544,5372544,0,0,10912997,5372546,0,0,0,0,0,0,0,548,118825599,37649771
2026-08-15 19:55:15,wmac_d60,1.158107,11.992000,38.75,32766296,3251200,3251200,0,0,6604153,3251229,0,0,0,0,0,0,0,660,71908224,22784146
2026-08-15 19:55:45,wmac_d30,1.152581,11.995000,38.75,16383286,1625600,1625600,0,0,3302153,1625629,0,0,0,0,0,0,0,660,35929124,11366856
2026-08-15 19:56:16,mulhash64,1.166790,12.002775,38.87,47605010,21659136,7219712,0,0,225636,3609857,0,0,0,0,0,0,0,548,120027754,39708403
2026-08-15 19:56:45,mulhash64_d60,1.158918,12.001000,38.75,28552886,12990720,4330240,0,0,135503,2165139,0,0,0,0,0,0,0,660,71991124,23816636
2026-08-15 19:57:13,mulhash64_d30,1.152671,11.896000,39.12,14280836,6497280,2165760,0,0,67823,1082899,0,0,0,0,0,0,0,652,34923724,10829126
2026-08-15 19:57:43,mulhscale,1.169568,12.002695,39.00,42958724,0,5148608,0,0,10619018,10136323,0,0,0,0,0,0,0,468,120026953,51164280
2026-08-15 19:58:12,mulhscale_d60,1.160307,12.003000,38.75,25771126,0,3088640,0,0,6370443,6080779,0,0,0,0,0,0,0,580,72004674,30693686
2026-08-15 19:58:40,mulhscale_d30,1.153655,12.000000,38.87,12885706,0,1544320,0,0,3185283,3040399,0,0,0,0,0,0,0,580,36002714,15347006
2026-08-15 19:59:08,mulhstream,1.163503,11.974805,38.87,23987039,0,17408000,0,0,2193019,2176002,0,0,0,0,0,0,0,572,119748052,73983992
2026-08-15 19:59:37,mulhstream_d60,1.156372,12.114000,38.87,14392606,0,10444800,0,0,1315973,1305629,0,0,0,0,0,0,0,684,73155374,45696366
2026-08-15 20:00:09,mulhstream_d30,1.151188,12.058000,39.00,7196506,0,5222400,0,0,658073,652829,0,0,0,0,0,0,0,684,36578174,22848366
2026-08-15 20:00:38,fir,1.163359,11.928004,38.75,27060031,0,15360000,0,0,3900015,3840002,0,0,0,0,0,0,0,508,119280040,69119992
2026-08-15 20:01:08,fir_d60,1.156215,12.249000,38.75,16371626,0,9292800,0,0,2359633,2323229,0,0,0,0,0,0,0,620,74488454,44141166
2026-08-15 20:01:38,fir_d30,1.151273,12.130000,38.87,8190486,0,4648960,0,0,1180533,1162269,0,0,0,0,0,0,0,620,37265174,22082926
2026-08-15 20:02:13,ratscale,1.155190,13.628696,38.63,10476026,0,3456000,3456000,96452928,5184015,1728002,0,0,0,0,0,0,0,504,136286962,111986919
2026-08-15 20:02:46,ratscale_d60,1.151480,12.030000,38.87,5546736,0,1829760,1829760,51183360,2744773,914909,0,0,0,0,0,0,0,612,72293094,59427156
2026-08-15 20:03:21,ratscale_d30,1.148495,12.003000,39.00,2770596,0,913920,913920,25568640,1371013,456989,0,0,0,0,0,0,0,612,36112824,29686386
2026-08-15 20:03:55,modpow,1.154367,11.997944,38.87,10495362,5094080,0,4391840,92213131,43904,3341156,0,0,0,0,0,0,0,480,119979436,96613094
2026-08-15 20:05:13,modpow_d60,1.150988,11.868000,38.75,6298696,3056930,0,2635490,55078900,26463,2005349,0,0,0,0,0,0,0,592,70674874,56651946
2026-08-15 20:05:43,modpow_d30,1.148250,11.922000,38.63,3148096,1527960,0,1317400,27466670,13283,1002289,0,0,0,0,0,0,0,592,35261864,28252836
2026-08-15 20:07:02,trialdiv,1.154017,11.999313,39.00,5443781,0,0,3458570,100990244,36420,3385227,0,0,0,0,0,0,0,408,119993135,107669137
2026-08-15 20:07:44,trialdiv_d60,1.151221,11.796000,39.00,3266406,0,0,2074800,60584160,21963,2030589,0,0,0,0,0,0,0,520,69964584,62570826
2026-08-15 20:09:02,trialdiv_d30,1.149370,11.895000,39.00,1633046,0,0,1037400,30292080,11043,1015439,0,0,0,0,0,0,0,520,34982774,31285846
